1,3199466277
2,2907609419
3,363445088
4,4100118789
5,1565606333
6,195558993
7,3181026187
8,4277571967
9,2493215179
10,3490144430
11,326713718
12,3338593444
13,3911955244
14,1064798158
15,3503167702
16,3821326894
17,3038472097
18,1361429142
19,1302834748
20,335588305
21,1721408885
22,2879172374
23,2376453752
24,4169082121
25,4262290655
26,1706417632
27,2709462563
28,2137117984
29,3922328785
30,4219277606
31,1533941564
32,1246075014
33,1760627305
34,1730395473
35,3927711961
36,2269832704
37,1307403679
38,3870876137
39,543541765
40,1850429637
41,2913238873
42,365013461
43,3985264202
44,80209967
45,1505286760
46,1092554310
47,631841124
48,3925321804
49,744260976
50,262301706
51,1179363484
52,1058188073
53,3530072773
54,1757395960
55,1424124866
56,500146980
57,3390916282
58,1710226018
59,1326413565
60,716311553
61,685349858
62,4252834516
63,2697995768
64,882995888
65,52112370
66,207787623
67,3019516790
68,815331409
69,2256736107
70,2868512616
71,1062972237
72,3998213568
73,1417587307
74,2429268697
75,1798886949
76,3570914590
77,2123459623
78,982582562
79,716402994
80,961552298
81,2974468484
82,2243444163
83,3665277577
84,1503699160
85,699257748
86,142747221
87,2385420845
88,2951520876
89,3700191985
90,3858855103
91,4276293576
92,2078875633
93,4200292921
94,1532207831
95,1633757910
96,2140531499
97,2050049638
98,4235482876
99,953500433
100,631813526
101,2523460747
102,3878531606
103,526564574
104,4217070982
105,1016393823
106,3852437442
107,4232252302
108,4161390218
109,3758620825
110,2370292686
111,1970880355
112,3962872212
113,736738587
114,2175437194
115,2870206849
116,1229175360
117,2026405087
118,484133573
119,263219500
120,3761262990
121,1304861707
122,274189545
123,2127406720
124,892104351
125,4184524521
126,16752445
127,104474756
128,2223959915
129,2723468603
130,2025714644
131,4204667628
132,1491225872
133,2480251054
134,2421119741
135,924046788
136,4009023484
137,533832068
138,772878605
139,2722250003
140,608023507
141,1075624402
142,3184424729
143,3702343884
144,3568465995
145,3543365511
146,3003229374
147,209645734
148,212739237
149,1093100070
150,2519913445
151,2635306759
152,2746264397
153,2456060611
154,2398704263
155,1212502373
156,2741056058
157,2869232935
158,186396089
159,1049677475
160,3531073820
